ad_id,campaign_id,fb_campaign_id,age,gender,Shares,Impressions,Clicks,Spent,Total_Conversion,Approved_Conversion,Date,State,Sale Amount,Ad Manager,Ad_group,Campaign 
14530,1178,179897,40-44,M,104,17559,1,1.49000001,1,1,5/14/2017,Florida,9.99,Jess,Ad Group E,Campaign 1
14531,1178,179898,40-44,M,105,137879,19,28.47000003,2,0,5/15/2017,Washington,9.99,Tom,Ad Group A,Campaign 3
14532,1178,179899,40-44,M,106,67710,10,15.14999998,1,0,5/16/2017,New York,9.99,Jess,Ad Group B,Campaign 2
14533,1178,179900,40-44,M,107,348180,41,60.22999907,3,1,5/17/2017,California,9.99,Tina,Ad Group D,Campaign 1
14534,1178,179901,40-44,M,108,146246,18,28.71999955,3,1,5/18/2017,Oregon,9.99,Tina,Ad Group D,Campaign 1
14536,1178,179903,40-44,M,110,187236,24,34.86999965,2,2,5/19/2017,California,9.99,Jess,Ad Group B,Campaign 2
14537,1178,179904,40-44,M,111,72157,9,13.50000036,1,1,5/20/2017,Oregon,9.99,Tom,Ad Group D,Campaign 1
14538,1178,179905,40-44,M,112,91180,10,13.55999994,1,0,5/21/2017,Texas,9.99,Jess,Ad Group D,Campaign 1
14539,1178,179906,40-44,M,113,86293,6,9.259999871,1,1,5/22/2017,Washington,9.99,Tom,Ad Group A,Campaign 3
14541,1178,179908,45-49,M,100,101410,12,17.94000006,4,0,5/23/2017,New York,9.99,Jess,Ad Group E,Campaign 1
14543,1178,179910,45-49,M,102,134245,18,25.75000024,2,1,5/24/2017,California,9.99,Tina,Ad Group A,Campaign 3
14545,1178,179912,45-49,M,104,125650,20,30.08000076,4,0,5/25/2017,Oregon,9.99,Tina,Ad Group B,Campaign 2
14546,1178,179913,45-49,M,105,50406,5,7.26000011,1,1,5/26/2017,Main,9.99,Jess,Ad Group D,Campaign 1
14548,1178,179915,45-49,M,107,121769,13,18.41999996,2,1,5/27/2017,New York,9.99,Tom,Ad Group D,Campaign 1
14549,1178,1794044,45-49,M,108,267106,34,50.5,4,1,5/28/2017,South Carolina,9.99,Jess,Ad Group B,Campaign 2
14550,1178,179917,45-49,M,109,365539,57,82.13999915,5,2,5/29/2017,California,9.99,Tom,Ad Group D,Campaign 1
14551,1178,179918,45-49,M,110,188758,25,36.60000038,2,1,5/30/2017,California,9.99,Jess,Ad Group D,Campaign 1
14553,1178,179920,45-49,M,112,108426,13,19.58000016,1,0,5/31/2017,Texas,9.99,Tina,Ad Group A,Campaign 3
14554,1178,179921,45-49,M,113,138525,9,13.65000045,3,0,6/1/2017,Florida,9.99,Tina,Ad Group E,Campaign 1
14555,1178,179922,45-49,M,114,150858,21,30.26000011,1,0,6/2/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
14557,1178,179924,30-34,F,101,524306,81,113.6800029,10,4,6/3/2017,New York,9.99,Tom,Ad Group B,Campaign 2
14558,1178,179925,30-34,F,102,104496,9,11.42999983,3,2,6/4/2017,California,9.99,Jess,Ad Group D,Campaign 1
14559,1178,179926,30-34,F,103,452519,68,99.52000237,7,2,6/5/2017,Oregon,9.99,Tom,Ad Group D,Campaign 1
14560,1178,179927,30-34,F,104,442919,76,110.7800021,21,2,6/6/2017,California,9.99,Jess,Ad Group B,Campaign 2
14561,1178,179928,30-34,F,105,596831,86,120.8799992,11,0,6/7/2017,Oregon,9.99,Tina,Ad Group D,Campaign 1
14562,1178,179929,30-34,F,106,173912,26,35.54000032,2,1,6/8/2017,Texas,9.99,Tina,Ad Group D,Campaign 1
14563,1178,179930,30-34,F,107,780967,86,119.6400018,20,4,6/9/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
14564,1178,179931,30-34,F,108,132124,8,11.18999994,4,0,6/10/2017,New York,9.99,Tom,Ad Group E,Campaign 1
14565,1178,179932,30-34,F,109,623137,100,138.9200006,12,1,6/11/2017,California,9.99,Jess,Ad Group A,Campaign 3
14566,1178,179933,30-34,F,110,99020,10,14.48000044,4,1,6/12/2017,Oregon,9.99,Tom,Ad Group B,Campaign 2
14567,1178,179934,30-34,F,111,665817,117,163.8000002,23,9,6/13/2017,Main,9.99,Jess,Ad Group D,Campaign 1
14568,1178,179935,30-34,F,112,699232,80,111.9899995,12,3,6/14/2017,New York,9.99,Tina,Ad Group D,Campaign 1
14571,1178,179938,35-39,F,100,72982,11,15.04999995,1,0,6/15/2017,South Carolina,9.99,Tina,Ad Group B,Campaign 2
14572,1178,179939,35-39,F,101,975884,167,237.3199975,14,3,6/16/2017,California,9.99,Jess,Ad Group D,Campaign 1
14573,1178,179940,35-39,F,102,245607,33,47.87999952,3,1,6/17/2017,California,9.99,Tom,Ad Group D,Campaign 1
14577,1178,179944,35-39,F,106,485369,114,164.6400015,3,0,6/18/2017,Texas,9.99,Jess,Ad Group A,Campaign 3
14578,1178,179945,35-39,F,107,866355,139,200.8299961,11,5,6/19/2017,Florida,9.99,Tom,Ad Group E,Campaign 1
14579,1178,179946,35-39,F,108,502710,72,105.2199969,8,2,6/20/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
14580,1178,179947,35-39,F,109,475184,88,127.3200028,4,1,6/21/2017,New York,9.99,Tina,Ad Group B,Campaign 2
14581,1178,179948,35-39,F,110,357401,47,68.67000008,8,1,6/22/2017,California,9.99,Tina,Ad Group D,Campaign 1
14582,1178,179949,35-39,F,111,99810,14,20.05000019,2,0,6/23/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
14583,1178,179950,35-39,F,112,81569,6,9.409999967,3,1,6/24/2017,California,9.99,Tom,Ad Group B,Campaign 2
14584,1178,179951,35-39,F,113,441192,53,77.59999979,6,2,6/25/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
14585,1178,179952,35-39,F,114,90470,11,16.73000002,1,1,6/26/2017,Texas,9.99,Tom,Ad Group D,Campaign 1
14586,1178,179953,40-44,F,100,834243,166,246.7499975,18,7,6/27/2017,Washington,9.99,Jess,Ad Group A,Campaign 3
14587,1178,179954,40-44,F,101,696612,152,223.1899948,31,9,6/28/2017,New York,9.99,Tina,Ad Group E,Campaign 1
14588,1178,179955,40-44,F,102,329333,48,67.60999918,1,0,6/29/2017,California,9.99,Tina,Ad Group A,Campaign 3
14589,1178,179956,40-44,F,103,1114711,224,319.0000019,6,0,6/30/2017,Oregon,9.99,Jess,Ad Group B,Campaign 2
14590,1178,179957,40-44,F,104,267316,58,82.92999887,3,0,7/1/2017,Main,9.99,Tom,Ad Group D,Campaign 1
14591,1178,179958,40-44,F,105,228629,38,57,2,0,7/2/2017,New York,9.99,Jess,Ad Group D,Campaign 1
14592,1178,179959,40-44,F,106,758340,159,233.110002,13,4,7/3/2017,South Carolina,9.99,Tom,Ad Group B,Campaign 2
14593,1178,179960,40-44,F,107,877535,149,217.7799966,5,2,7/4/2017,California,9.99,Jess,Ad Group D,Campaign 1
14594,1178,179961,40-44,F,108,1357386,223,323.0600071,10,1,7/5/2017,California,9.99,Tina,Ad Group D,Campaign 1
14595,1178,179962,40-44,F,109,280240,61,87.99000168,2,2,7/6/2017,Texas,9.99,Tina,Ad Group A,Campaign 3
14596,1178,179963,40-44,F,110,419922,75,105.4500008,3,1,7/7/2017,Florida,9.99,Jess,Ad Group E,Campaign 1
14597,1178,179964,40-44,F,111,402975,83,120.8999977,1,0,7/8/2017,Washington,9.99,Tom,Ad Group A,Campaign 3
14598,1178,179965,40-44,F,112,1137635,211,301.0499992,30,10,7/9/2017,New York,9.99,Jess,Ad Group B,Campaign 2
14600,1178,179967,40-44,F,114,250234,40,62.31999922,4,1,7/10/2017,California,9.99,Tom,Ad Group D,Campaign 1
14601,1178,179968,45-49,F,100,904907,195,279.219995,11,1,7/11/2017,Oregon,9.99,Jess,Ad Group D,Campaign 1
14602,1178,179969,45-49,F,101,589270,107,158.0500023,10,4,7/12/2017,California,9.99,Tina,Ad Group B,Campaign 2
14603,1178,179970,45-49,F,102,168714,24,36.01000071,2,2,7/13/2017,Oregon,9.99,Tina,Ad Group D,Campaign 1
14604,1178,179971,45-49,F,103,71982,11,16.34000051,1,0,7/14/2017,Texas,9.99,Jess,Ad Group D,Campaign 1
14605,1178,179972,45-49,F,104,558666,110,162.6399975,14,5,7/15/2017,Washington,9.99,Tom,Ad Group A,Campaign 3
14606,1178,179973,45-49,F,105,1118200,235,333.7499943,11,4,7/16/2017,New York,9.99,Jess,Ad Group E,Campaign 1
14607,1178,179974,45-49,F,106,107100,23,33.71000051,1,0,7/17/2017,California,9.99,Tom,Ad Group A,Campaign 3
14608,1178,179975,45-49,F,107,877769,160,232.5900005,13,4,7/18/2017,Oregon,9.99,Jess,Ad Group B,Campaign 2
14609,1178,179976,45-49,F,108,212508,33,47.69000006,4,1,7/19/2017,Main,9.99,Tina,Ad Group D,Campaign 1
14610,1178,179977,45-49,F,109,1129773,252,358.189997,13,2,7/20/2017,New York,9.99,Tina,Ad Group D,Campaign 1
14611,1178,179978,45-49,F,110,637549,120,173.8800035,3,0,7/21/2017,South Carolina,9.99,Jess,Ad Group B,Campaign 2
14612,1178,179979,45-49,F,111,151531,28,40.28999949,2,0,7/22/2017,California,9.99,Tom,Ad Group D,Campaign 1
14614,1178,179981,45-49,F,113,790253,135,198.7100005,8,2,7/23/2017,California,9.99,Jess,Ad Group D,Campaign 1
14615,1178,179982,45-49,F,114,513161,114,165.6099987,5,2,7/24/2017,Texas,9.99,Tom,Ad Group A,Campaign 3
